id	mouse_id	unique_cage	vendor	cage	mouse	day	collection_date	experiment	dilution1	dilution2	weight	run	plate	plate_location	duplicate_run	duplicate_plate	duplicate_plate_location	cfu1	cfu2	cfu	cfu_d1	cfu_d2	cfu_d3	cfu_d4	cfu_d5	cfu_d6	cfu_d7	clearance_status_d7	cfu_d8	cfu_d9	baseline_weight	weight_change
T21D7E2	2_Taconic_2_1	2_Taconic_2	Taconic	2	1	7	26-Feb-19	2	-2	-3	18.7	run_2	plate_1	E6	NA	NA	NA	12000	NA	12000	120000000	NA	200000	900000	60000	NA	12000	colonized	NA	0	17.9	0.8000000000000007
T22D7E2	2_Taconic_2_2	2_Taconic_2	Taconic	2	2	7	26-Feb-19	2	-2	-3	22.2	run_2	plate_1	D2	NA	NA	NA	8000	20000	14000	31000000	NA	400000	630000	100000	NA	14000	colonized	NA	0	21.8	0.3999999999999986
E11D7E2	2_Envigo_1_1	2_Envigo_1	Envigo	1	1	7	26-Feb-19	2	-2	-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22000000	52000000	NA	NA	NA	NA	NA	no_data	NA	NA	18.7	NA
E12D7E2	2_Envigo_1_2	2_Envigo_1	Envigo	1	2	7	26-Feb-19	2	-1	-2	20.5	run_2	plate_1	D7	NA	NA	NA	0	NA	0	75000000	NA	1250000	NA	0	NA	0	not_detectable	NA	0	21.5	-1
E21D7E2	2_Envigo_2_1	2_Envigo_2	Envigo	2	1	7	26-Feb-19	2	-2	-3	19.4	run_2	plate_1	D6	NA	NA	NA	NA	11760000	11760000	5999999.999999999	15000000	2950000	21600000	NA	NA	11760000	colonized	NA	80000	20.1	-0.7000000000000028
E22D7E2	2_Envigo_2_2	2_Envigo_2	Envigo	2	2	7	26-Feb-19	2	-2	-3	19.8	run_2	plate_1	C12	NA	NA	NA	42000	80000	61000	19000000	NA	9670000	2930000	560000	277000	61000	colonized	38000	32000	18.2	1.6000000000000014
S11D8E2	2_Schloss_1_1	2_Schloss_1	Schloss	1	1	8	27-Feb-19	2	-1	-2	18.7	NA	NA	NA	NA	NA	NA	0	NA	0	33000000	NA	120000	NA	0	NA	0	not_detectable	0	0	19.2	-0.5
S12D8E2	2_Schloss_1_2	2_Schloss_1	Schloss	1	2	8	27-Feb-19	2	-1	-2	16.6	NA	NA	NA	NA	NA	NA	0	NA	0	163000000	NA	400000	20000	4000	0	0	not_detectable	0	0	16.5	0.10000000000000142
S21D8E2	2_Schloss_2_1	2_Schloss_2	Schloss	2	1	8	27-Feb-19	2	-1	-2	NA	NA	NA	NA	NA	NA	NA	0	NA	0	44000000	NA	140000	NA	0	0	0	not_detectable	0	0	18.1	NA
S22D8E2	2_Schloss_2_2	2_Schloss_2	Schloss	2	2	8	27-Feb-19	2	-1	-2	17.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	82000000	NA	40000	NA	0	0	0	not_detectable	NA	0	17.7	-0.09999999999999787
Y11D8E2	2_Young_1_1	2_Young_1	Young	1	1	8	27-Feb-19	2	-1	-2	19.1	NA	NA	NA	NA	NA	NA	0	NA	0	75000000	NA	720000	340000	24000	0	1000	colonized	0	0	19.4	-0.29999999999999716
Y12D8E2	2_Young_1_2	2_Young_1	Young	1	2	8	27-Feb-19	2	-1	-2	19.2	NA	NA	NA	NA	NA	NA	0	NA	0	53000000	NA	870000	870000	208000	214000	3800	colonized	0	0	18.9	0.3000000000000007
Y21D8E2	2_Young_2_1	2_Young_2	Young	2	1	8	27-Feb-19	2	-1	-2	18.5	NA	NA	NA	NA	NA	NA	0	NA	0	34000000	NA	120000	NA	0	0	0	not_detectable	0	0	19.2	-0.6999999999999993
Y22D8E2	2_Young_2_2	2_Young_2	Young	2	2	8	27-Feb-19	2	-1	-2	18.3	NA	NA	NA	NA	NA	NA	0	NA	0	170000000	37000000	1900000	20000	1000	0	0	not_detectable	0	0	18.4	-0.09999999999999787
J11D8E2	2_Jackson_1_1	2_Jackson_1	Jackson	1	1	8	27-Feb-19	2	-1	-2	19.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	340000000	NA	41000000	5270000	299000	1239000	32000	colonized	NA	0	18.1	1.0999999999999979
J12D8E2	2_Jackson_1_2	2_Jackson_1	Jackson	1	2	8	27-Feb-19	2	-1	-2	18.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	126000000	NA	3130000	5300000	1320000	4080000	65000	colonized	NA	0	17.7	0.5
J21D8E2	2_Jackson_2_1	2_Jackson_2	Jackson	2	1	8	27-Feb-19	2	-1	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	17.5	NA
J22D8E2	2_Jackson_2_2	2_Jackson_2	Jackson	2	2	8	27-Feb-19	2	-1	-2	17.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	184000000	NA	600000	4800000	195000	593000	423000	colonized	NA	0	16.7	0.5
C11D8E2	2_Charles River_1_1	2_Charles River_1	Charles River	1	1	8	27-Feb-19	2	-1	-2	19.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20000	120000	0	0	0	not_detectable	NA	0	18.7	0.6000000000000014
C12D8E2	2_Charles River_1_2	2_Charles River_1	Charles River	1	2	8	27-Feb-19	2	-1	-2	16.9	NA	NA	NA	NA	NA	NA	0	NA	0	40000000	89000000	1100000	NA	0	2000	200	colonized	0	0	16.9	0
C21D8E2	2_Charles River_2_1	2_Charles River_2	Charles River	2	1	8	27-Feb-19	2	-1	-2	18.3	NA	NA	NA	NA	NA	NA	0	NA	0	55000000	1999999.9999999998	NA	NA	0	0	0	not_detectable	0	0	17.6	0.6999999999999993
C22D8E2	2_Charles River_2_2	2_Charles River_2	Charles River	2	2	8	27-Feb-19	2	-1	-2	19	NA	NA	NA	NA	NA	NA	0	NA	0	25999999.999999996	NA	20000	NA	0	0	0	not_detectable	0	0	18.9	0.10000000000000142
T11D8E2	2_Taconic_1_1	2_Taconic_1	Taconic	1	1	8	27-Feb-19	2	-1	-2	18.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	5999999.999999999	NA	NA	130000	180000	340000	10000	colonized	NA	0	17.9	0.5
T12D8E2	2_Taconic_1_2	2_Taconic_1	Taconic	1	2	8	27-Feb-19	2	-1	-2	18.4	NA	NA	NA	NA	NA	NA	NA	4000	4000	46000000	NA	20000	2630000	100000	NA	8000	colonized	4000	0	17.5	0.8999999999999986
T21D8E2	2_Taconic_2_1	2_Taconic_2	Taconic	2	1	8	27-Feb-19	2	-1	-2	18.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	120000000	NA	200000	900000	60000	NA	12000	colonized	NA	0	17.9	0.7000000000000028
T22D8E2	2_Taconic_2_2	2_Taconic_2	Taconic	2	2	8	27-Feb-19	2	-1	-2	22.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	31000000	NA	400000	630000	100000	NA	14000	colonized	NA	0	21.8	0.5
E11D8E2	2_Envigo_1_1	2_Envigo_1	Envigo	1	1	8	27-Feb-19	2	-1	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22000000	52000000	NA	NA	NA	NA	NA	no_data	NA	NA	18.7	NA
E12D8E2	2_Envigo_1_2	2_Envigo_1	Envigo	1	2	8	27-Feb-19	2	-1	-2	20.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	75000000	NA	1250000	NA	0	NA	0	not_detectable	NA	0	21.5	-1.3999999999999986
E21D8E2	2_Envigo_2_1	2_Envigo_2	Envigo	2	1	8	27-Feb-19	2	-1	-2	19.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	5999999.999999999	15000000	2950000	21600000	NA	NA	11760000	colonized	NA	80000	20.1	-0.5
E22D8E2	2_Envigo_2_2	2_Envigo_2	Envigo	2	2	8	27-Feb-19	2	-1	-2	19.3	NA	NA	NA	NA	NA	NA	NA	38000	38000	19000000	NA	9670000	2930000	560000	277000	61000	colonized	38000	32000	18.2	1.1000000000000014
S11D9E2	2_Schloss_1_1	2_Schloss_1	Schloss	1	1	9	28-Feb-19	2	-1	NA	18.8	run_1	plate_4	E1	NA	NA	NA	0	NA	0	33000000	NA	120000	NA	0	NA	0	not_detectable	0	0	19.2	-0.3999999999999986
S12D9E2	2_Schloss_1_2	2_Schloss_1	Schloss	1	2	9	28-Feb-19	2	-1	NA	16.6	run_1	plate_4	E4	NA	NA	NA	0	NA	0	163000000	NA	400000	20000	4000	0	0	not_detectable	0	0	16.5	0.10000000000000142
S21D9E2	2_Schloss_2_1	2_Schloss_2	Schloss	2	1	9	28-Feb-19	2	-1	NA	17.7	run_1	plate_4	D8	NA	NA	NA	0	NA	0	44000000	NA	140000	NA	0	0	0	not_detectable	0	0	18.1	-0.40000000000000213
S22D9E2	2_Schloss_2_2	2_Schloss_2	Schloss	2	2	9	28-Feb-19	2	-1	NA	17.4	run_1	plate_4	E9	NA	NA	NA	0	NA	0	82000000	NA	40000	NA	0	0	0	not_detectable	NA	0	17.7	-0.3000000000000007
Y11D9E2	2_Young_1_1	2_Young_1	Young	1	1	9	28-Feb-19	2	-1	NA	19.3	run_1	plate_4	D11	NA	NA	NA	0	NA	0	75000000	NA	720000	340000	24000	0	1000	colonized	0	0	19.4	-0.09999999999999787
Y12D9E2	2_Young_1_2	2_Young_1	Young	1	2	9	28-Feb-19	2	-1	NA	19.1	run_1	plate_4	D6	NA	NA	NA	0	NA	0	53000000	NA	870000	870000	208000	214000	3800	colonized	0	0	18.9	0.20000000000000284
Y21D9E2	2_Young_2_1	2_Young_2	Young	2	1	9	28-Feb-19	2	-1	NA	18.1	run_1	plate_4	E3	NA	NA	NA	0	NA	0	34000000	NA	120000	NA	0	0	0	not_detectable	0	0	19.2	-1.0999999999999979
Y22D9E2	2_Young_2_2	2_Young_2	Young	2	2	9	28-Feb-19	2	-1	NA	17.7	run_1	plate_4	D5	NA	NA	NA	0	NA	0	170000000	37000000	1900000	20000	1000	0	0	not_detectable	0	0	18.4	-0.6999999999999993
J11D9E2	2_Jackson_1_1	2_Jackson_1	Jackson	1	1	9	28-Feb-19	2	-1	NA	18.8	run_1	plate_4	E5	NA	NA	NA	0	NA	0	340000000	NA	41000000	5270000	299000	1239000	32000	colonized	NA	0	18.1	0.6999999999999993
J12D9E2	2_Jackson_1_2	2_Jackson_1	Jackson	1	2	9	28-Feb-19	2	-1	NA	18.1	run_1	plate_4	E6	NA	NA	NA	0	NA	0	126000000	NA	3130000	5300000	1320000	4080000	65000	colonized	NA	0	17.7	0.40000000000000213
J21D9E2	2_Jackson_2_1	2_Jackson_2	Jackson	2	1	9	28-Feb-19	2	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	17.5	NA
J22D9E2	2_Jackson_2_2	2_Jackson_2	Jackson	2	2	9	28-Feb-19	2	-1	NA	17	NA	NA	NA	NA	NA	NA	0	NA	0	184000000	NA	600000	4800000	195000	593000	423000	colonized	NA	0	16.7	0.3000000000000007
C11D9E2	2_Charles River_1_1	2_Charles River_1	Charles River	1	1	9	28-Feb-19	2	-1	NA	19.1	run_1	plate_4	D10	NA	NA	NA	0	NA	0	NA	NA	20000	120000	0	0	0	not_detectable	NA	0	18.7	0.40000000000000213
C12D9E2	2_Charles River_1_2	2_Charles River_1	Charles River	1	2	9	28-Feb-19	2	-1	NA	16.7	run_1	plate_4	E2	NA	NA	NA	0	NA	0	40000000	89000000	1100000	NA	0	2000	200	colonized	0	0	16.9	-0.1999999999999993
C21D9E2	2_Charles River_2_1	2_Charles River_2	Charles River	2	1	9	28-Feb-19	2	-1	NA	17.8	run_1	plate_4	D9	NA	NA	NA	0	NA	0	55000000	1999999.9999999998	NA	NA	0	0	0	not_detectable	0	0	17.6	0.1999999999999993
C22D9E2	2_Charles River_2_2	2_Charles River_2	Charles River	2	2	9	28-Feb-19	2	-1	NA	18.8	run_1	plate_4	E10	NA	NA	NA	0	NA	0	25999999.999999996	NA	20000	NA	0	0	0	not_detectable	0	0	18.9	-0.09999999999999787
T11D9E2	2_Taconic_1_1	2_Taconic_1	Taconic	1	1	9	28-Feb-19	2	-1	NA	18	run_1	plate_4	D4	NA	NA	NA	0	NA	0	5999999.999999999	NA	NA	130000	180000	340000	10000	colonized	NA	0	17.9	0.10000000000000142
T12D9E2	2_Taconic_1_2	2_Taconic_1	Taconic	1	2	9	28-Feb-19	2	-1	-2	17.7	run_1	plate_4	E7	NA	NA	NA	0	NA	0	46000000	NA	20000	2630000	100000	NA	8000	colonized	4000	0	17.5	0.1999999999999993
T21D9E2	2_Taconic_2_1	2_Taconic_2	Taconic	2	1	9	28-Feb-19	2	-1	NA	18.6	run_1	plate_4	D12	NA	NA	NA	0	NA	0	120000000	NA	200000	900000	60000	NA	12000	colonized	NA	0	17.9	0.7000000000000028
T22D9E2	2_Taconic_2_2	2_Taconic_2	Taconic	2	2	9	28-Feb-19	2	-1	NA	21.6	run_1	plate_4	E8	NA	NA	NA	0	NA	0	31000000	NA	400000	630000	100000	NA	14000	colonized	NA	0	21.8	-0.1999999999999993
E11D9E2	2_Envigo_1_1	2_Envigo_1	Envigo	1	1	9	28-Feb-19	2	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22000000	52000000	NA	NA	NA	NA	NA	no_data	NA	NA	18.7	NA
E12D9E2	2_Envigo_1_2	2_Envigo_1	Envigo	1	2	9	28-Feb-19	2	-1	NA	20.1	run_1	plate_4	E12	NA	NA	NA	0	NA	0	75000000	NA	1250000	NA	0	NA	0	not_detectable	NA	0	21.5	-1.3999999999999986
E21D9E2	2_Envigo_2_1	2_Envigo_2	Envigo	2	1	9	28-Feb-19	2	-1	NA	19.8	run_1	plate_4	E11	NA	NA	NA	80000	NA	80000	5999999.999999999	15000000	2950000	21600000	NA	NA	11760000	colonized	NA	80000	20.1	-0.3000000000000007
E22D9E2	2_Envigo_2_2	2_Envigo_2	Envigo	2	2	9	28-Feb-19	2	-1	-2	18.3	run_1	plate_4	D7	NA	NA	NA	NA	32000	32000	19000000	NA	9670000	2930000	560000	277000	61000	colonized	38000	32000	18.2	0.10000000000000142
S11Dn1E1	1_Schloss_1_1	1_Schloss_1	Schloss	1	1	-1	26-Nov-18	1	NA	NA	22.4	run_1	plate_3	C1	NA	NA	NA	NA	NA	NA	75000000	4480000	2500000	NA	0	0	NA	no_data	0	0	22.4	0
S12Dn1E1	1_Schloss_1_2	1_Schloss_1	Schloss	1	2	-1	26-Nov-18	1	NA	NA	22	run_1	plate_3	C3	NA	NA	NA	NA	NA	NA	90000000	19800000	4300000	240000	4400	0	34000	colonized	0	0	22	0
S21Dn1E1	1_Schloss_2_1	1_Schloss_2	Schloss	2	1	-1	26-Nov-18	1	NA	NA	22.6	run_1	plate_3	D4	NA	NA	NA	NA	NA	NA	10000000	NA	400000	60000	18900	14400	2500	colonized	0	0	22.6	0
S22Dn1E1	1_Schloss_2_2	1_Schloss_2	Schloss	2	2	-1	26-Nov-18	1	NA	NA	22.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	38000000	25000000	NA	NA	4200	2000	NA	no_data	0	0	22.2	0
Y11Dn1E1	1_Young_1_1	1_Young_1	Young	1	1	-1	26-Nov-18	1	NA	NA	19.5	run_1	plate_3	C4	NA	NA	NA	NA	NA	NA	53000000	6300000	3100000	NA	1000	1000	1000	colonized	0	0	19.5	0
Y12Dn1E1	1_Young_1_2	1_Young_1	Young	1	2	-1	26-Nov-18	1	NA	NA	19	run_1	plate_3	C2	NA	NA	NA	NA	NA	NA	182000000	3230000	1600000	NA	0	0	0	not_detectable	0	0	19	0
Y13Dn1E1	1_Young_1_3	1_Young_1	Young	1	3	-1	26-Nov-18	1	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	25000000	3190000	600000	NA	0	0	0	not_detectable	0	0	20	0
Y21Dn1E1	1_Young_2_1	1_Young_2	Young	2	1	-1	26-Nov-18	1	NA	NA	19.6	run_1	plate_3	C12	NA	NA	NA	NA	NA	NA	26000000	27200000	NA	20000	12000	0	0	not_detectable	0	0	19.6	0
Y22Dn1E1	1_Young_2_2	1_Young_2	Young	2	2	-1	26-Nov-18	1	NA	NA	20.9	run_1	plate_3	D2	NA	NA	NA	NA	NA	NA	193000000	NA	3000000	NA	1000	NA	0	not_detectable	0	0	20.9	0
J11Dn1E1	1_Jackson_1_1	1_Jackson_1	Jackson	1	1	-1	26-Nov-18	1	NA	NA	18.8	run_1	plate_3	C10	NA	NA	NA	NA	NA	NA	NA	71400000	191999999.99999997	4300000	150000	92000	275000	colonized	0	0	18.8	0
J12Dn1E1	1_Jackson_1_2	1_Jackson_1	Jackson	1	2	-1	26-Nov-18	1	NA	NA	17	run_1	plate_3	B12	NA	NA	NA	NA	NA	NA	NA	NA	7900000	7999999.999999999	820000	10000	NA	no_data	0	0	17	0
J21Dn1E1	1_Jackson_2_1	1_Jackson_2	Jackson	2	1	-1	26-Nov-18	1	NA	NA	18.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	65000000	NA	22100000	2400000	130000	66000	NA	no_data	0	0	18.5	0
J22Dn1E1	1_Jackson_2_2	1_Jackson_2	Jackson	2	2	-1	26-Nov-18	1	NA	NA	17.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	13999999.999999998	NA	36300000	400000	80000	29000	4000	colonized	0	0	17.1	0
C11Dn1E1	1_Charles River_1_1	1_Charles River_1	Charles River	1	1	-1	26-Nov-18	1	NA	NA	20.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	5999999.999999999	420000	960000	2000	3000	1100	1000	colonized	0	0	20.3	0
C12Dn1E1	1_Charles River_1_2	1_Charles River_1	Charles River	1	2	-1	26-Nov-18	1	NA	NA	16.7	run_1	plate_3	C5	NA	NA	NA	NA	NA	NA	11000000	NA	27600000	136000	24900	3300	200	colonized	0	0	16.7	0
C21Dn1E1	1_Charles River_2_1	1_Charles River_2	Charles River	2	1	-1	26-Nov-18	1	NA	NA	19	run_1	plate_3	D5	NA	NA	NA	NA	NA	NA	42000000	170000	NA	NA	0	NA	0	not_detectable	0	0	19	0
C22Dn1E1	1_Charles River_2_2	1_Charles River_2	Charles River	2	2	-1	26-Nov-18	1	NA	NA	17.7	run_1	plate_3	D6	NA	NA	NA	NA	NA	NA	NA	320000	NA	NA	0	0	0	not_detectable	0	0	17.7	0
T11Dn1E1	1_Taconic_1_1	1_Taconic_1	Taconic	1	1	-1	26-Nov-18	1	NA	NA	18.9	run_1	plate_3	C7	NA	NA	NA	NA	NA	NA	16000000	NA	6699999.999999999	1710000	11600000	NA	NA	no_data	0	0	18.9	0
T12Dn1E1	1_Taconic_1_2	1_Taconic_1	Taconic	1	2	-1	26-Nov-18	1	NA	NA	19	run_1	plate_3	C11	NA	NA	NA	NA	NA	NA	NA	NA	83999999.99999999	47400000	NA	20000	1950000	colonized	700000	96000	19	0
T21Dn1E1	1_Taconic_2_1	1_Taconic_2	Taconic	2	1	-1	26-Nov-18	1	NA	NA	17	run_1	plate_3	D1	NA	NA	NA	NA	NA	NA	123000000	NA	NA	NA	NA	51200000	NA	no_data	0	0	17	0
T22Dn1E1	1_Taconic_2_2	1_Taconic_2	Taconic	2	2	-1	26-Nov-18	1	NA	NA	20	run_1	plate_3	D7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	20	0
E11Dn1E1	1_Envigo_1_1	1_Envigo_1	Envigo	1	1	-1	26-Nov-18	1	NA	NA	17.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	62000000	15000000	18100000	1680000	300000	16000	0	not_detectable	0	0	17.3	0
E12Dn1E1	1_Envigo_1_2	1_Envigo_1	Envigo	1	2	-1	26-Nov-18	1	NA	NA	17.5	run_1	plate_3	C8	NA	NA	NA	NA	NA	NA	22000000	55800000	7099999.999999999	1860000	16000	NA	2100	colonized	0	0	17.5	0
E21Dn1E1	1_Envigo_2_1	1_Envigo_2	Envigo	2	1	-1	26-Nov-18	1	NA	NA	17.1	run_1	plate_3	C6	run_1	plate_3	C9	NA	NA	NA	11999999.999999998	53800000	11500000	520000	19000	NA	1400	colonized	0	0	17.1	0
E22Dn1E1	1_Envigo_2_2	1_Envigo_2	Envigo	2	2	-1	26-Nov-18	1	NA	NA	17.5	run_1	plate_3	D3	NA	NA	NA	NA	NA	NA	147000000	52400000	35900000	1370000	15000	NA	1000	colonized	0	0	17.5	0
S11D0E1	1_Schloss_1_1	1_Schloss_1	Schloss	1	1	0	27-Nov-18	1	-1	NA	21.98	NA	NA	NA	NA	NA	NA	0	NA	0	75000000	4480000	2500000	NA	0	0	NA	no_data	0	0	22.4	-0.41999999999999815
S12D0E1	1_Schloss_1_2	1_Schloss_1	Schloss	1	2	0	27-Nov-18	1	-1	NA	20.9	run_1	plate_4	F10	NA	NA	NA	0	NA	0	90000000	19800000	4300000	240000	4400	0	34000	colonized	0	0	22	-1.1000000000000014
S21D0E1	1_Schloss_2_1	1_Schloss_2	Schloss	2	1	0	27-Nov-18	1	-1	NA	22.45	run_1	plate_4	G4	NA	NA	NA	0	NA	0	10000000	NA	400000	60000	18900	14400	2500	colonized	0	0	22.6	-0.15000000000000213
S22D0E1	1_Schloss_2_2	1_Schloss_2	Schloss	2	2	0	27-Nov-18	1	-1	NA	21.73	run_1	plate_4	G5	NA	NA	NA	0	NA	0	38000000	25000000	NA	NA	4200	2000	NA	no_data	0	0	22.2	-0.46999999999999886
Y11D0E1	1_Young_1_1	1_Young_1	Young	1	1	0	27-Nov-18	1	-1	NA	19.51	NA	NA	NA	NA	NA	NA	0	NA	0	53000000	6300000	3100000	NA	1000	1000	1000	colonized	0	0	19.5	0.010000000000001563
Y12D0E1	1_Young_1_2	1_Young_1	Young	1	2	0	27-Nov-18	1	-1	NA	18.64	run_1	plate_4	F2	NA	NA	NA	0	NA	0	182000000	3230000	1600000	NA	0	0	0	not_detectable	0	0	19	-0.35999999999999943
Y13D0E1	1_Young_1_3	1_Young_1	Young	1	3	0	27-Nov-18	1	-1	NA	18.56	run_1	plate_4	G8	NA	NA	NA	0	NA	0	25000000	3190000	600000	NA	0	0	0	not_detectable	0	0	20	-1.4400000000000013
Y21D0E1	1_Young_2_1	1_Young_2	Young	2	1	0	27-Nov-18	1	-1	NA	18.68	run_1	plate_4	G3	NA	NA	NA	0	NA	0	26000000	27200000	NA	20000	12000	0	0	not_detectable	0	0	19.6	-0.9200000000000017
Y22D0E1	1_Young_2_2	1_Young_2	Young	2	2	0	27-Nov-18	1	-1	NA	18.98	run_1	plate_4	F8	NA	NA	NA	0	NA	0	193000000	NA	3000000	NA	1000	NA	0	not_detectable	0	0	20.9	-1.9199999999999982
J11D0E1	1_Jackson_1_1	1_Jackson_1	Jackson	1	1	0	27-Nov-18	1	-1	NA	18.57	run_1	plate_4	F9	NA	NA	NA	0	NA	0	NA	71400000	191999999.99999997	4300000	150000	92000	275000	colonized	0	0	18.8	-0.23000000000000043
J12D0E1	1_Jackson_1_2	1_Jackson_1	Jackson	1	2	0	27-Nov-18	1	-1	NA	16.34	run_1	plate_4	F7	NA	NA	NA	0	NA	0	NA	NA	7900000	7999999.999999999	820000	10000	NA	no_data	0	0	17	-0.6600000000000001
J21D0E1	1_Jackson_2_1	1_Jackson_2	Jackson	2	1	0	27-Nov-18	1	-1	NA	18.09	run_1	plate_4	F3	NA	NA	NA	0	NA	0	65000000	NA	22100000	2400000	130000	66000	NA	no_data	0	0	18.5	-0.41000000000000014
J22D0E1	1_Jackson_2_2	1_Jackson_2	Jackson	2	2	0	27-Nov-18	1	-1	NA	16.47	run_1	plate_4	F12	NA	NA	NA	0	NA	0	13999999.999999998	NA	36300000	400000	80000	29000	4000	colonized	0	0	17.1	-0.6300000000000026
C11D0E1	1_Charles River_1_1	1_Charles River_1	Charles River	1	1	0	27-Nov-18	1	-1	NA	19.19	run_1	plate_4	G6	NA	NA	NA	0	NA	0	5999999.999999999	420000	960000	2000	3000	1100	1000	colonized	0	0	20.3	-1.1099999999999994
C12D0E1	1_Charles River_1_2	1_Charles River_1	Charles River	1	2	0	27-Nov-18	1	-1	NA	15.94	run_1	plate_4	F5	NA	NA	NA	0	NA	0	11000000	NA	27600000	136000	24900	3300	200	colonized	0	0	16.7	-0.7599999999999998
C21D0E1	1_Charles River_2_1	1_Charles River_2	Charles River	2	1	0	27-Nov-18	1	-1	NA	18.6	NA	NA	NA	NA	NA	NA	0	NA	0	42000000	170000	NA	NA	0	NA	0	not_detectable	0	0	19	-0.3999999999999986
C22D0E1	1_Charles River_2_2	1_Charles River_2	Charles River	2	2	0	27-Nov-18	1	-1	NA	17.36	run_1	plate_4	G7	NA	NA	NA	0	NA	0	NA	320000	NA	NA	0	0	0	not_detectable	0	0	17.7	-0.33999999999999986
T11D0E1	1_Taconic_1_1	1_Taconic_1	Taconic	1	1	0	27-Nov-18	1	-1	NA	18.72	run_1	plate_4	F1	NA	NA	NA	0	NA	0	16000000	NA	6699999.999999999	1710000	11600000	NA	NA	no_data	0	0	18.9	-0.17999999999999972
T12D0E1	1_Taconic_1_2	1_Taconic_1	Taconic	1	2	0	27-Nov-18	1	-1	NA	18.72	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	83999999.99999999	47400000	NA	20000	1950000	colonized	700000	96000	19	-0.28000000000000114
T21D0E1	1_Taconic_2_1	1_Taconic_2	Taconic	2	1	0	27-Nov-18	1	-1	NA	18.31	run_1	plate_4	F11	NA	NA	NA	0	NA	0	123000000	NA	NA	NA	NA	51200000	NA	no_data	0	0	17	1.3099999999999987
T22D0E1	1_Taconic_2_2	1_Taconic_2	Taconic	2	2	0	27-Nov-18	1	-1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	no_data	NA	NA	20	NA
E11D0E1	1_Envigo_1_1	1_Envigo_1	Envigo	1	1	0	27-Nov-18	1	-1	NA	17.12	run_1	plate_4	F4	NA	NA	NA	0	NA	0	62000000	15000000	18100000	1680000	300000	16000	0	not_detectable	0	0	17.3	-0.17999999999999972
E12D0E1	1_Envigo_1_2	1_Envigo_1	Envigo	1	2	0	27-Nov-18	1	-1	NA	17.26	run_1	plate_4	G1	NA	NA	NA	0	NA	0	22000000	55800000	7099999.999999999	1860000	16000	NA	2100	colonized	0	0	17.5	-0.23999999999999844
E21D0E1	1_Envigo_2_1	1_Envigo_2	Envigo	2	1	0	27-Nov-18	1	-1	NA	16.53	run_1	plate_4	G2	NA	NA	NA	0	NA	0	11999999.999999998	53800000	11500000	520000	19000	NA	1400	colonized	0	0	17.1	-0.5700000000000003
E22D0E1	1_Envigo_2_2	1_Envigo_2	Envigo	2	2	0	27-Nov-18	1	-1	NA	17.32	run_1	plate_4	F6	NA	NA	NA	0	NA	0	147000000	52400000	35900000	1370000	15000	NA	1000	colonized	0	0	17.5	-0.17999999999999972
S11D1E1	1_Schloss_1_1	1_Schloss_1	Schloss	1	1	1	28-Nov-18	1	-5	-6	21.9	run_2	plate_3	B5	NA	NA	NA	70000000	80000000	75000000	75000000	4480000	2500000	NA	0	0	NA	no_data	0	0	22.4	-0.5
S12D1E1	1_Schloss_1_2	1_Schloss_1	Schloss	1	2	1	28-Nov-18	1	-5	-6	21	run_2	plate_3	B6	NA	NA	NA	119999999.99999999	60000000	90000000	90000000	19800000	4300000	240000	4400	0	34000	colonized	0	0	22	-1
S21D1E1	1_Schloss_2_1	1_Schloss_2	Schloss	2	1	1	28-Nov-18	1	-5	-6	22.6	run_2	plate_3	B9	NA	NA	NA	10000000	NA	10000000	10000000	NA	400000	60000	18900	14400	2500	colonized	0	0	22.6	0
